Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,ADBE,AI,AMD,AMZN,BIDU,BMBL,CRM,GOOGL,IBM,INTC,KKR,META,MSFT,MTCH,NVDA,ORCL,PINS,PLTR,RBLX,RDDT,ROKU,SFTBY,SNAP,SPOT,TCEHY,TSLA,TSM,TTD,U,AAPL,ADBE,AI,AMD,AMZN,BIDU,BMBL,CRM,GOOGL,IBM,INTC,KKR,META,MSFT,MTCH,NVDA,ORCL,PINS,PLTR,RBLX,RDDT,ROKU,SFTBY,SNAP,SPOT,TCEHY,TSLA,TSM,TTD,U,AAPL,ADBE,AI,AMD,AMZN,BIDU,BMBL,CRM,GOOGL,IBM,INTC,KKR,META,MSFT,MTCH,NVDA,ORCL,PINS,PLTR,RBLX,RDDT,ROKU,SFTBY,SNAP,SPOT,TCEHY,TSLA,TSM,TTD,U,AAPL,ADBE,AI,AMD,AMZN,BIDU,BMBL,CRM,GOOGL,IBM,INTC,KKR,META,MSFT,MTCH,NVDA,ORCL,PINS,PLTR,RBLX,RDDT,ROKU,SFTBY,SNAP,SPOT,TCEHY,TSLA,TSM,TTD,U,AAPL,ADBE,AI,AMD,AMZN,BIDU,BMBL,CRM,GOOGL,IBM,INTC,KKR,META,MSFT,MTCH,NVDA,ORCL,PINS,PLTR,RBLX,RDDT,ROKU,SFTBY,SNAP,SPOT,TCEHY,TSLA,TSM,TTD,U
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,72.71607208251953,334.42999267578125,,49.099998474121094,94.90049743652344,138.22000122070312,,165.8019561767578,68.1083755493164,101.91885375976562,53.666465759277344,27.76628303527832,208.7959442138672,153.32325744628906,83.19518280029297,5.972161769866943,49.64269256591797,18.799999237060547,,,,137.10000610351562,21.989999771118164,16.780000686645508,151.6199951171875,46.159820556640625,28.68400001525879,54.292789459228516,27.145000457763672,,72.77659819422657,334.4800109863281,,49.25,94.90049743652344,138.63999938964844,,165.88138883530175,68.1083755493164,102.29516073824122,53.78113863654851,27.889183729491865,208.8058918375868,153.42826088554256,83.78809147456391,5.972161769866943,49.65189263255428,19.100000381469727,,,,137.3300018310547,22.0,16.950000762939453,152.8000030517578,46.16907317728933,28.713333129882812,54.36512982220353,27.212799072265625,,71.46681225027338,329.1700134277344,,46.630001068115234,93.2074966430664,129.44000244140625,,162.41621296369595,67.00415768648521,101.42965588896988,53.11956978022848,27.539386394391986,205.302414699591,151.1372952944172,81.73266770046467,5.892752419133898,48.98017544374947,18.565000534057617,,,,133.5800018310547,21.709999084472656,16.459999084472656,149.61000061035156,45.530536446912734,28.11400032043457,53.89490538946599,26.105499267578125,,71.72101896406637,330.0,,46.86000061035156,93.75,129.49000549316406,,162.75379039983483,67.09970156760528,101.60275205393407,53.1372120201866,27.80409793995946,205.78015882073373,151.5668495220527,81.79195630611892,5.943285685491549,49.016982730566845,18.799999237060547,,,,135.99000549316406,21.709999084472656,16.6200008392334,151.0,45.530536446912734,28.299999237060547,53.89490538946599,26.351999282836914,,135480400,1990100,,80331100,80580000,8001400,,5189300,27278000,3293436,18056000,2899000,12077100,22622100,1711400,237536000,13899600,6334600,,,,9924400,835800,26062600,662600,4293200,142981500,8432600,22197000,
2020-01-03,72.00911712646484,331.80999755859375,,48.599998474121094,93.74849700927734,133.8000030517578,,164.98779296875,67.75208282470703,101.10604095458984,53.01371765136719,27.435394287109375,207.69114685058594,151.4141387939453,83.10624694824219,5.8765716552734375,49.467857360839844,18.360000610351562,,,,137.50999450683594,21.68000030517578,16.75,152.5,45.37321853637695,29.534000396728516,52.5023193359375,27.19099998474121,,72.77174458511139,332.9800109863281,,49.38999938964844,94.30999755859375,137.16000366210938,,165.58353036947005,68.36067681993559,101.4973992760939,53.54297476845825,27.671743303773237,209.41302733101944,152.6837207384835,83.30388821009038,5.920384087732343,49.73470491239703,18.709999084472656,,,,138.88999938964844,21.799999237060547,17.100000381469727,153.58999633789062,45.604572909546626,30.266666412353516,53.334252448441084,27.339000701904297,,71.7839617851537,328.69000244140625,,47.540000915527344,93.2249984741211,133.77999877929688,,163.8261186725542,67.04546199914073,100.51899746622077,52.75791357793213,27.293585237751035,205.97921399369764,150.87958104163584,82.01924639542852,5.827531643498655,48.72252914390992,18.2549991607666,,,,134.0,21.6299991607666,16.350000381469727,149.5,45.16037293668336,29.128000259399414,52.48423338355141,26.224000930786133,,71.94132818321717,329.1700134277344,,48.029998779296875,93.2249984741211,134.5800018310547,,163.88568938257993,67.07930441454083,100.52652312577948,52.75791357793213,27.41648593300829,206.238004077988,151.12777897349832,82.01924639542852,5.852425081823098,48.759336428980404,18.600000381469727,,,,134.50999450683594,21.780000686645508,16.43000030517578,149.5,45.16037293668336,29.366666793823242,53.32521119701939,26.475000381469727,,146322800,1577600,,73127400,75288000,5184800,,3205400,23408000,2482890,15293900,2001900,11188400,21116200,850900,205384000,11026700,5203200,,,,8637000,803400,19761500,1018400,2728500,266677500,10546400,13736000,
2020-01-06,72.58291625976562,333.7099914550781,,48.38999938964844,95.14399719238281,135.94000244140625,,172.2159881591797,69.55794525146484,100.92539978027344,52.86376190185547,27.4637451171875,211.60272216796875,151.8054656982422,83.32364654541016,5.901214599609375,49.72550582885742,18.90999984741211,,,,143.3699951171875,21.15999984741211,16.780000686645508,156.72000122070312,45.132606506347656,30.1026668548584,51.89645004272461,27.791000366210938,,72.62165386110323,333.9100036621094,,48.86000061035156,95.18450164794922,136.74000549316406,,172.43442418273824,69.58332136437583,101.03075900017677,53.10192709190934,27.482653464474055,211.78187051732047,151.87229267766048,83.33353049307361,5.906442177842307,49.8727314619129,19.350000381469727,,,,144.5500030517578,21.3799991607666,16.790000915527344,157.0,45.160367898370794,30.104000091552734,52.16773241917601,28.006999969482422,,70.87608272259153,328.19000244140625,,47.86000061035156,93.0,132.50999450683594,,163.28001859617575,67.22858209701914,100.24804246056888,52.33450816723343,27.028863948792157,205.55124097651958,149.39994205440817,81.79195884502579,5.757082528442674,49.09059243432019,18.219999313354492,,,,135.7550048828125,21.0,16.40999984741211,150.35000610351562,44.6976592036535,29.333332061767578,51.661339569678084,26.60099983215332,,71.12787343706493,328.2900085449219,,48.02000045776367,93.0,132.77999877929688,,163.8261086550721,67.25992638011208,100.41361896121276,52.563850554926134,27.14231042611301,205.73038932587127,149.94405466189505,82.3947514853647,5.783220419607336,49.09979601083765,18.270000457763672,,,,136.25999450683594,21.190000534057617,16.649999618530273,151.49000549316406,44.725424125863825,29.364667892456055,52.086347361286336,26.701000213623047,,118387200,1874700,,47934900,81236000,3930700,,8836200,46768000,2537073,17755200,2549600,17058900,20813700,1568900,262636000,10982400,7978900,,,,14422000,583000,15952600,1311900,4712100,151995000,8897200,18238000,
2020-01-07,72.24154663085938,333.3900146484375,,48.25,95.34300231933594,136.6999969482422,,174.7478485107422,69.42359161376953,100.99314880371094,51.98167419433594,27.482662200927734,212.060546875,150.42135620117188,82.82955169677734,5.972658634185791,49.83591842651367,19.260000228881836,,,,138.19000244140625,21.270000457763672,17.030000686645508,156.02000427246094,46.06727600097656,31.270666122436523,52.7374267578125,28.027999877929688,,72.84922374466596,334.7900085449219,,49.38999938964844,95.69450378417969,139.47000122070312,,175.61165405019312,69.84109780511007,101.57266669426906,52.74909317944465,27.737919560842187,213.57342090562022,152.4164068417858,83.62010161773189,6.0184623802128785,49.99234761803926,19.420000076293945,,,,144.22999572753906,21.360000610351562,17.065000534057617,157.85000610351562,46.25236018283013,31.441999435424805,52.990623177440675,28.559999465942383,,72.02123070618616,332.30999755859375,,48.040000915527344,94.60199737548828,135.39999389648438,,170.86566255834026,69.24693831666055,100.39859160465893,51.946389711939034,27.41648476758691,210.75669443031993,150.1731728919405,82.26628732835114,5.884536194281414,49.329830590656634,18.760000228881836,,,,137.91000366210938,21.200000762939453,16.549999237060547,155.00999450683594,45.52127960611147,30.224000930786133,51.308671097641714,27.429000854492188,,72.59259363206662,334.1499938964844,,49.349998474121094,95.2249984741211,138.19000244140625,,171.99755142563927,69.68982062314994,100.61684776734229,52.7314509382462,27.41648476758691,211.82168241930964,152.0823156061593,83.165538051918,5.9295930755902955,49.587474541245186,18.8799991607666,,,,144.00999450683594,21.299999237060547,16.8700008392334,156.6999969482422,45.845177806902,30.760000228881836,51.950706847151736,27.90399932861328,,108872000,2500800,,58061400,80898000,4535800,,8272700,34330000,3232977,21876100,1765500,14912400,21634100,1135500,314856000,12015400,7471500,,,,11574700,261700,21146400,876700,4667000,268231500,7444300,21999000,
2020-01-08,73.40364837646484,337.8699951171875,,47.83000183105469,94.59850311279297,137.8300018310547,,176.06838989257812,69.91773223876953,101.8360824584961,52.01696014404297,28.040441513061523,214.21043395996094,152.8173370361328,84.04502868652344,5.983860969543457,50.0300178527832,19.719999313354492,,,,134.63999938964844,21.3799991607666,16.670000076293945,158.77999877929688,45.94697570800781,32.80933380126953,53.12626266479492,28.520000457763672,,73.70627893727402,339.2300109863281,,48.29999923706055,95.55000305175781,139.1699981689453,,177.5775801148678,70.25661198119289,102.25002380740406,52.32569096144104,28.14443563635324,215.22565353344663,153.49508916164322,84.92451159716451,6.025184004233772,50.464416118980274,19.979999542236328,,,,137.92999267578125,21.469999313354492,17.010000228881836,159.47999572753906,46.26161776785815,33.232666015625,53.33424591745245,28.929000854492188,,71.943758846659,333.3999938964844,,47.13999938964844,94.3219985961914,135.6999969482422,,173.506743450221,69.30018598173857,100.78994960489639,51.62001811816435,27.501566152730867,211.61267650150876,150.77455475450427,82.66650817047534,5.928348928870455,49.63258717626104,19.114999771118164,,,,132.85000610351562,21.059999465942383,16.649999618530273,155.33999633789062,45.51202839669455,31.215333938598633,52.547526057479665,27.913999557495117,,71.943758846659,333.80999755859375,,47.849998474121094,94.9020004272461,136.74000549316406,,173.9833242545433,69.40916205306414,101.23399359513817,51.94639117725853,27.539381050073608,212.00084645795738,151.71003067939102,82.7109746286076,5.968427030697477,49.85440681734899,19.25,,,,137.11000061035156,21.200000762939453,16.979999542236328,156.3300018310547,45.53978978926782,31.579999923706055,52.61986640862293,28.027999877929688,,132079200,2248500,,53767000,70160000,3818900,,7225100,35314000,4545916,23133500,3036500,13475000,27746500,1853000,277108000,11856700,7363500,,,,11291300,775700,15600900,974500,2925200,467164500,5381500,20523000,
2020-01-09,74.9627914428711,340.45001220703125,,48.970001220703125,95.05249786376953,140.86000061035156,,178.32223510742188,70.65171813964844,102.91230010986328,52.30804443359375,28.30514907836914,217.27598571777344,154.72647094726562,84.73674774169922,6.04957914352417,50.26108932495117,19.6299991607666,,,,133.7899932861328,21.889999389648438,17.360000610351562,157.74000549316406,46.71506881713867,32.089332580566406,53.560325622558594,28.663999557495117,,75.15647202012606,341.80999755859375,,49.959999084472656,95.89099884033203,142.47999572753906,,178.6200886259585,71.09409928302898,102.94993441111887,52.49328290885404,28.645490320010943,217.35561227049277,154.85056988722462,86.0510338018051,6.122018849839352,50.64927551603335,20.299999237060547,,,,138.77000427246094,22.0,17.93000030517578,159.97999572753906,46.724324967823335,33.253334045410156,53.994378163155424,29.141000747680664,,74.13237506994084,338.19000244140625,,48.38999938964844,94.79000091552734,140.02000427246094,,176.0286569630811,70.17499344034695,101.83606480153404,51.893463564903556,28.182246621865733,215.26545702644307,153.7146276185013,84.3562949265648,5.995809631035515,49.93759730662256,19.510000228881836,,,,131.24000549316406,21.84000015258789,17.040000915527344,157.11000061035156,46.178328573603785,31.524667739868164,53.0810599224389,28.070999145507812,,74.38415834268419,340.1400146484375,,48.939998626708984,95.49449920654297,141.0,,177.56763245984956,70.75820366435225,102.1596861581019,52.08752147783247,28.30514907836914,216.51954106054566,154.48782810310033,84.91462109975296,6.070240660093906,50.14093494524282,20.100000381469727,,,,135.6699981689453,21.850000381469727,17.290000915527344,157.83999633789062,46.26161627883006,33.13999938964844,53.97629220943769,29.10099983215332,,170108400,1626300,,76512800,63346000,6278800,,5952900,33200000,3902208,18813300,4061500,12642800,21385000,1631200,255112000,10671000,12930300,,,,12630700,611500,62714200,1630600,2874000,426606000,5112700,20672000,
2020-01-10,75.13226318359375,339.80999755859375,,48.16999816894531,94.15799713134766,144.50999450683594,,178.91795349121094,71.10803985595703,102.87467193603516,51.990501403808594,28.342967987060547,217.03709411621094,154.01058959960938,86.1004409790039,6.081941604614258,50.32579040527344,19.780000686645508,,,,128.39999389648438,22.3799991607666,17.40999984741211,156.0399932861328,47.59421920776367,31.876667022705078,53.22573471069336,27.775999069213867,,75.69879404161257,343.3599853515625,,49.290000915527344,95.34700012207031,144.75999450683594,,179.39453426096802,71.40562076183926,103.76275981543296,52.99608911295088,28.42805376032867,218.848563919665,155.80518899854403,86.46607165326525,6.187240533231211,50.51064249591723,20.149999618530273,,,,133.0,22.559999465942383,17.729999542236328,158.66000366210938,47.8163174163941,32.3293342590332,53.98532738508966,28.610000610351562,,74.62868922900458,339.6199951171875,,48.0,94.0,140.86000061035156,,177.418701928939,70.64227194118779,102.58868486368891,51.92875523284117,28.22006731633967,216.40009691672174,153.85785463680477,84.12407362692927,6.067752596061456,50.1132117350492,19.520000457763672,,,,128.10000610351562,22.059999465942383,17.280000686645508,154.89999389648438,47.288829758162606,31.579999923706055,53.14434965809581,27.600000381469727,,75.19763610714092,342.04998779296875,,49.2599983215332,95.26850128173828,142.6199951171875,,178.56051412633576,71.1334235656956,103.10798539815634,52.546220307429394,28.305153089607792,218.17174585240141,155.42336615714026,85.48777192497637,6.156870718144113,50.41821468771515,19.649999618530273,,,,132.63999938964844,22.059999465942383,17.65999984741211,157.74000549316406,47.362864847831,32.11933135986328,53.98532738508966,28.584999084472656,,140644800,1480400,,44133700,57074000,6739500,,5111800,26258000,3405148,15200600,2711600,12119400,20725900,2000100,316296000,9734800,7780900,,,,13439800,1318000,25621700,1046400,5373200,194392500,4807700,19620000,
2020-01-13,76.73741149902344,345.6300048828125,,48.75,94.56500244140625,142.25999450683594,,182.54200744628906,71.6589126586914,102.80693054199219,52.56385040283203,28.36187744140625,220.8690643310547,155.86241149902344,88.52149963378906,6.272623538970947,50.44593811035156,19.6200008392334,,,,133.92999267578125,22.559999465942383,18.0,150.8699951171875,48.4085807800293,34.990665435791016,54.31087112426758,28.816999435424805,,76.76404682603398,345.7300109863281,,48.86000061035156,94.9000015258789,147.3800048828125,,183.137729663367,71.73106222943385,102.83704519082114,52.731446633164325,28.43750904245535,220.92878045204998,155.89104747475955,90.3002258099959,6.2977657695347995,50.640031193223365,20.0,,,,135.0,22.59000015258789,18.0,154.11500549316406,48.593661417967965,35.04199981689453,54.40129743323249,29.389999389648438,,75.3307854721379,341.2200012207031,,48.2400016784668,94.04000091552734,141.75,,179.84135764155667,70.92939864494157,101.65543862466352,52.11398506619631,28.049896861678764,218.1817325757771,153.93417326104023,86.57477649500274,6.142431197700387,50.24260048500401,19.40999984741211,,,,126.30000305175781,22.3799991607666,17.299999237060547,150.26499938964844,48.08468260326286,32.79999923706055,53.75926167077095,27.900400161743164,,75.44942165682815,341.5400085449219,,48.65999984741211,94.56549835205078,147.0,,179.97042245596342,71.42104383079743,101.96400866818885,52.19337009773805,28.201160063776964,218.56990254945927,154.41145894411306,86.95028359526736,6.1650845121949756,50.335024755202035,19.950000762939453,,,,130.22999572753906,22.399999618530273,17.479999542236328,152.1999969482422,48.112447523103164,32.900001525878906,54.39225618215303,28.141000747680664,,121532000,2069200,,34266800,55616000,6549300,,6202600,30730000,3693426,16453300,2237600,14463400,21626500,3028400,319840000,10858900,7934900,,,,18440100,929000,22393900,1880900,4920700,397764000,6613700,23046000,
